id;invoice_id;payment_date;amount_paid
107628;116073;2001-08-10;45
107629;116074;2002-09-06;45
107630;116075;2003-04-21;45
107631;116076;2004-08-01;59.09
107632;116077;2005-06-11;45
107633;116079;2007-08-12;45
107634;116080;2008-06-10;62.02
107635;116082;2010-08-22;45
107636;116083;2011-03-05;45
107637;116084;2012-10-14;45
107638;116085;2013-04-09;45
107639;116086;2014-08-15;45
107640;116087;2015-12-25;45
107641;116088;2016-06-19;58.59
107642;116089;2017-08-22;45
107643;116090;2018-12-22;45
107644;116091;1977-12-23;25
107645;116092;1978-11-23;25
107646;116093;1979-05-14;25
107647;116094;1980-06-20;25
107648;116095;1981-05-01;25
107649;116096;1982-04-27;25
107650;116097;1983-08-15;25
107651;116098;1984-07-24;25
107652;116099;1985-03-12;25
107653;116100;1986-07-16;25
107654;116101;1987-07-12;11.87
107655;116102;1988-09-06;25
107656;116103;1989-12-19;86.55
107657;116104;1990-06-08;14.08
107658;116105;1991-03-06;25
107659;116106;1992-06-13;25
107660;116107;1993-07-18;26.55
107661;116108;1994-05-13;25
107662;116109;1995-11-01;25
107663;116110;1996-06-07;25
107664;116111;1997-04-09;25
107665;116112;1998-09-16;28.18
107666;116113;1999-06-27;25
107667;116114;2000-06-19;25
107668;116115;2001-08-05;25
107669;116116;2002-07-25;25
107670;116117;2003-03-28;25
107671;116118;2004-07-15;25
107672;116119;2005-07-13;93.45
107673;116120;2006-08-23;25
107674;116121;2007-09-01;25
107675;116122;2008-05-18;25
107676;116124;2010-12-02;25
107677;116125;2011-06-11;25
107678;116126;2012-06-12;25
107679;116127;2013-11-17;25
107680;116128;2014-12-05;25
107681;116129;2015-10-27;25
107682;116130;2016-07-13;25
107683;116131;2017-12-11;25
107684;116132;2018-11-17;25
107685;116133;1973-12-16;45
107686;116134;1974-09-27;45
107687;116135;1975-08-14;45
107688;116136;1976-06-04;45
107689;116137;1977-05-05;45
107690;116138;1978-06-07;45
107691;116139;1979-04-14;39.03
107692;116140;1980-05-26;45
107693;116141;1981-07-10;45
107694;116142;1982-03-10;25.71
107695;116143;1983-08-20;45
107696;116144;1984-09-10;10.34
107697;116145;1985-11-16;45
107698;116146;1986-12-16;45
107699;116147;1987-12-04;45
107700;116148;1988-05-14;45
107701;116149;1989-03-03;45
107702;116150;1990-06-15;45
107703;116151;1991-06-14;45
107704;116152;1992-08-15;45
107705;116153;1993-05-12;45
107706;116154;1994-08-21;82.94
107707;116155;1995-05-20;45
107708;116156;1996-08-16;45
107709;116157;1997-03-06;45
107710;116158;1998-06-04;45
107711;116159;1999-07-09;45
107712;116160;2000-06-02;45
107713;116161;2001-11-13;45
107714;116162;2002-07-16;45
107715;116163;2003-03-25;45
107716;116164;2004-11-02;45
107717;116165;2005-10-23;45
107718;116166;2006-08-26;45
107719;116167;2007-12-07;45
107720;116168;2008-05-03;45
107721;116169;2009-09-26;75
107722;116170;2010-10-21;30.9
107723;116171;2011-07-05;45
107724;116172;2012-09-27;45
107725;116173;2013-08-27;45
107726;116174;2014-05-22;45
107727;116175;2015-08-19;45
107728;116176;2016-07-07;45
107729;116177;2017-09-23;45
107730;116178;2018-10-16;45
107731;116179;1986-07-14;45
107732;116180;1987-11-22;45
107733;116181;1988-12-11;45
107734;116182;1989-12-08;45
107735;116183;1990-08-22;45
107736;116184;1991-06-04;45
107737;116185;1992-10-11;45
107738;116186;1993-12-10;45
107739;116187;1994-09-14;45
107740;116188;1995-06-15;45
107741;116189;1996-07-05;45
107742;116190;1997-09-15;45
107743;116191;1998-06-14;45
107744;116192;1999-11-28;45
107745;116193;2000-03-10;45
107746;116194;2001-07-03;12.99
107747;116195;2002-09-05;45
107748;116196;2003-03-14;45
107749;116197;2004-09-22;45
107750;116198;2005-11-24;45
107751;116199;2006-11-07;45
107752;116200;2007-12-13;45
107753;116201;2008-09-24;45
107754;116202;2009-07-08;45
107755;116203;2010-05-15;45
107756;116204;2011-03-21;45
107757;116205;2012-06-11;45
107758;116206;2013-07-17;79.91
107759;116207;2014-10-06;45
107760;116208;2015-09-17;45
107761;116209;2016-11-26;45
107762;116212;1995-09-18;45
107763;116214;1997-11-21;45
107764;116215;1998-04-03;45
107765;116216;1999-07-18;45
107766;116217;2000-07-27;45
107767;116218;2001-05-20;45
107768;116219;2002-04-15;45
107769;116220;1994-12-15;45
107770;116221;1995-04-23;45
107771;116222;1996-07-23;45
107772;116223;1997-07-14;45
107773;116224;1998-08-07;45
107774;116226;2000-10-13;45
107775;116227;2001-04-15;45
107776;116228;2002-07-02;45
107777;116229;2003-08-08;45
107778;116230;2004-12-21;45
107779;116232;2006-05-01;45
107780;116233;2007-10-04;45
107781;116234;2008-11-14;45
107782;116235;2009-07-02;62.57
107783;116236;2010-05-18;45
107784;116237;2011-05-14;45
107785;116238;2012-06-18;45
107786;116239;2013-09-05;45
107787;116240;2014-06-12;45
107788;116241;2015-07-07;45
107789;116243;2017-10-25;45
107790;116244;2018-05-25;45
107791;116245;2018-06-22;77.95
107792;116246;1973-10-21;45
107793;116248;1975-10-03;45
107794;116249;1976-04-23;45
107795;116250;1977-08-21;45
107796;116251;1978-10-24;45
107797;116252;1979-05-17;45
107798;116253;1980-07-18;45
107799;116254;1981-08-24;80.89
107800;116255;1982-09-06;45
107801;116256;1983-06-08;45
107802;116257;1984-05-15;45
107803;116258;1985-05-08;45
107804;116259;1986-10-18;45
107805;116260;1987-07-14;45
107806;116261;1988-04-18;90.74
107807;116262;1989-12-11;45
107808;116263;1990-11-27;45
107809;116264;1991-06-18;45
107810;116265;1992-04-22;45
107811;116266;1993-09-17;45
107812;116267;1994-05-12;45
107813;116268;1995-09-19;45
107814;116269;1996-07-25;45
107815;116270;1997-04-07;45
107816;116271;1998-04-24;45
107817;116272;1999-11-01;45
107818;116273;2000-08-21;45
107819;116274;2001-06-08;45
107820;116275;2002-12-01;45
107821;116276;2003-09-24;45
107822;116277;2004-11-26;45
107823;116278;2005-05-21;45
107824;116279;2006-09-15;45
107825;116281;2008-09-14;45
107826;116282;2009-08-02;45
107827;116283;2010-10-10;45
107828;116285;2012-10-03;45
107829;116286;2013-11-12;44.62
107830;116287;2014-08-03;45
107831;116289;2016-09-13;30.79
107832;116290;2017-11-28;45
107833;116291;2018-05-22;45
107834;116292;2008-12-18;45
107835;116293;2009-04-05;45
107836;116294;2014-09-14;20
107837;116295;2015-04-13;20
107838;116296;2016-03-21;20
107839;116298;2018-05-21;27.06
107840;116299;1991-12-21;45
107841;116300;1992-12-17;45
107842;116301;1993-11-23;45
107843;116302;1994-12-08;45
107844;116303;1995-08-08;45
107845;116304;1996-08-21;45
107846;116305;1997-12-17;45
107847;116306;1998-04-01;45
107848;116307;1999-10-13;40.97
107849;116308;2000-07-26;45
107850;116309;2001-07-21;45
107851;116310;2002-05-25;45
107852;116311;2003-12-01;45
107853;116312;2004-12-17;45
107854;116313;2005-09-08;45
107855;116314;2006-03-18;45
107856;116315;2007-05-14;45
107857;116316;2008-10-25;45
107858;116317;2009-10-22;45
107859;116318;2010-10-09;45
107860;116319;2011-10-15;45
107861;116320;2012-06-02;45
107862;116321;2013-04-15;45
107863;116322;2014-11-22;45
107864;116324;2016-06-01;45
107865;116325;2017-07-15;45
107866;116326;2018-03-20;45
107867;116327;1996-08-26;45
107868;116328;1997-03-23;45
107869;116329;1998-07-15;45
107870;116330;1999-10-08;45
107871;116331;2008-03-07;20
107872;116332;2009-06-25;20
107873;116333;2010-05-21;9.88
107874;116334;2011-10-27;20
107875;116336;2013-03-09;20
107876;116337;2014-12-13;20
107877;116338;2015-08-09;8.54
107878;116339;2016-07-20;20
107879;116341;2018-05-19;20
107880;116343;2014-08-14;45
107881;116344;2015-07-19;45
107882;116346;2017-03-28;45
107883;116347;2018-08-07;45
107884;116348;1977-12-10;0
107885;116349;1978-12-16;0
107886;116350;1979-10-26;0
107887;116351;1980-07-17;0
107888;116352;1981-03-16;0
107889;116353;1982-06-03;0
107890;116354;1983-05-16;0
107891;116355;1984-08-17;0
107892;116356;1985-09-06;0
107893;116357;1986-11-09;0
107894;116358;1987-03-13;0
107895;116359;1988-10-19;0
107896;116360;1989-08-23;0
107897;116361;1990-11-19;0
107898;116362;1991-06-23;65.49
107899;116363;1992-06-17;0
107900;116364;1993-11-27;0
107901;116365;1994-10-27;0
107902;116366;1995-05-18;0
107903;116367;1996-10-28;0
107904;116368;1997-09-05;0
107905;116369;1998-11-26;0
107906;116370;1999-10-28;0
107907;116371;2000-09-14;0
107908;116372;2001-04-28;0
107909;116373;2002-05-03;0
107910;116374;2003-09-26;0
107911;116375;2004-04-26;0
107912;116376;2005-07-16;55.52
107913;116377;2006-03-08;95.97
107914;116378;2007-11-16;0
107915;116379;2008-12-01;11.44
107916;116380;2009-07-26;0
107917;116381;2010-04-04;0
107918;116382;2011-06-04;0
107919;116384;2013-11-28;0
107920;116386;2015-10-20;0
107921;116387;2016-08-08;37.63
107922;116389;2018-06-13;0
107923;116390;1976-07-20;45
107924;116391;1977-04-08;45
107925;116392;1978-09-19;45
107926;116393;1979-05-16;45
107927;116394;1980-09-11;80.06
107928;116395;1981-04-21;87.32
107929;116396;1982-06-16;45
107930;116397;1983-03-04;45
107931;116398;1984-12-21;45
107932;116399;1985-11-15;45
107933;116400;1986-08-26;45
107934;116401;1987-12-03;45
107935;116402;1988-03-22;45
107936;116403;1989-03-26;45
107937;116404;1990-10-07;45
107938;116405;1991-03-04;45
107939;116406;1992-08-27;45
107940;116407;1993-12-18;27.42
107941;116408;1994-11-07;45
107942;116409;1995-10-03;45
107943;116410;1996-11-08;45
107944;116411;1997-09-11;45
107945;116412;1998-11-26;45
107946;116414;2000-03-03;45
107947;116415;2001-06-06;45
107948;116416;2002-07-21;46.26
107949;116417;2003-06-24;45
107950;116418;2004-08-14;45
107951;116419;2005-09-21;45
107952;116420;2006-08-22;45
107953;116421;2007-09-18;45
107954;116422;2008-03-21;45
107955;116423;2009-09-25;45
107956;116424;2010-07-20;98.87
107957;116425;2011-12-06;45
107958;116426;2012-12-11;45
107959;116427;2013-07-13;45
107960;116428;2014-11-17;45
107961;116429;2015-08-09;45
107962;116430;2016-09-11;91.87
107963;116431;2017-07-10;45
107964;116433;2015-05-11;20
107965;116434;2016-10-05;20
107966;116436;2018-07-08;20
107967;116437;2004-09-13;45
107968;116438;2005-04-09;45
107969;116439;2006-10-21;45
107970;116440;2007-09-19;45
107971;116441;2008-07-24;45
107972;116442;2009-05-15;45
107973;116443;2010-04-06;45
107974;116444;2011-09-03;45
107975;116445;2012-07-05;45
107976;116446;2013-10-12;45
107977;116447;2014-06-23;45
107978;116448;2015-08-13;45
107979;116449;2016-11-05;45
107980;116450;2017-05-13;45
107981;116451;2018-04-04;45
107982;116452;1973-11-15;45
107983;116453;1974-03-21;90.36
107984;116454;1975-09-10;45
107985;116455;1976-05-28;46.21
107986;116456;1977-05-23;45
107987;116457;1978-12-02;45
107988;116458;1979-07-04;45
107989;116459;1980-08-06;45
107990;116460;1981-04-25;45
107991;116461;1982-08-17;45
107992;116463;1984-11-11;45
107993;116464;1985-11-25;45
107994;116465;1986-04-03;58.29
107995;116466;1987-08-22;45
107996;116467;1988-04-05;45
107997;116468;1989-05-10;45
107998;116469;1990-09-28;45
107999;116470;1991-06-15;26.62
108000;116471;1992-11-27;45
108001;116472;1993-03-10;45
108002;116473;1994-08-16;45
108003;116474;1995-07-01;31.22
108004;116475;1996-11-20;45
108005;116476;1997-05-28;45
108006;116477;1998-05-04;45
108007;116478;1999-05-02;45
108008;116479;2000-09-10;45
108009;116480;2001-10-02;45
108010;116481;2002-09-27;45
108011;116482;2003-08-14;45
108012;116483;2004-07-27;45
108013;116484;2005-06-02;45
108014;116485;2006-03-17;45
108015;116486;2007-09-16;45
108016;116487;2008-10-11;45
108017;116488;2009-03-10;45
108018;116489;2010-07-14;45
108019;116490;2011-12-01;45
108020;116492;2013-06-22;45
108021;116493;2014-08-24;45
108022;116494;2015-11-23;45
108023;116495;2016-12-06;45
108024;116496;2017-06-07;26.06
108025;116497;2018-03-18;45
108026;116500;2015-04-27;15
108027;116501;2016-11-22;15
108028;116502;2017-09-07;15
108029;116503;2018-10-25;15
108030;116504;2008-04-28;20
108031;116505;2009-11-13;20
108032;116506;2010-03-13;20
108033;116507;2011-03-04;20
108034;116508;2012-05-13;20
108035;116509;2013-11-19;20
108036;116510;2014-05-01;95.84
108037;116511;2015-11-18;20
108038;116514;2018-04-24;20
108039;116515;2017-05-20;45
108040;116516;2018-06-08;45
108041;116517;2015-07-14;20
108042;116518;2016-07-28;20
108043;116519;2017-12-10;20
108044;116520;2018-04-02;56.09
108045;116521;2009-08-19;45
108046;116522;2010-08-26;45
108047;116523;2011-06-27;45
108048;116524;2012-06-15;45
108049;116525;2013-10-17;45
108050;116526;2014-10-16;45
108051;116527;2015-11-17;45
108052;116528;2016-09-06;45
108053;116529;2017-05-11;45
108054;116530;2018-12-15;45
108055;116531;2013-07-09;15
108056;116532;2014-07-21;90.68
108057;116533;2015-05-14;15
108058;116534;1995-05-11;45
108059;116535;1996-05-03;95.78
108060;116536;1997-03-26;3.22
108061;116537;1998-04-23;45
108062;116538;1999-07-26;45
108063;116539;2000-07-03;45
108064;116540;2001-07-20;45
108065;116541;2002-10-28;45
108066;116542;2003-06-04;45
108067;116543;2004-04-07;45
108068;116544;2005-10-13;45
108069;116545;2006-07-19;45
108070;116546;2007-08-17;45
108071;116547;2008-12-27;52.26
108072;116548;2009-04-19;45
108073;116549;2010-07-12;45
108074;116550;2011-03-24;45
108075;116551;2012-03-18;45
108076;116552;2013-12-11;4.08
108077;116554;2015-11-28;45
108078;116555;2016-10-07;45
108079;116557;2018-08-14;45
108080;116558;2013-09-27;45
108081;116560;2015-03-01;45
108082;116563;2018-06-04;45
108083;116564;2002-05-01;45
108084;116565;2003-08-10;5.2
108085;116566;2004-05-23;45
108086;116567;2005-03-13;45
108087;116568;2006-03-16;45
108088;116569;2007-07-26;45
108089;116570;2008-08-13;45
108090;116571;2009-11-07;45
108091;116572;2010-09-05;45
108092;116573;2011-11-03;45
108093;116574;2012-06-10;45.8
108094;116575;2013-11-11;56.52
108095;116576;2014-03-03;45
108096;116577;2015-11-12;45
108097;116578;2016-03-12;45
108098;116579;2017-09-01;41.2
108099;116580;2018-04-02;45
108100;116581;2017-12-03;15
108101;116582;2018-07-14;15
108102;116584;2007-06-13;45
108103;116585;2008-05-23;29.91
108104;116586;2009-10-11;45
108105;116587;2010-10-21;37.59
108106;116588;1989-07-01;45
108107;116589;1990-05-17;32.11
108108;116590;1991-07-25;45
108109;116591;1992-07-16;45
108110;116592;1993-11-14;45
108111;116594;1995-03-24;92.14
108112;116595;1996-04-22;45
108113;116596;1997-06-09;45
108114;116597;1998-07-21;45
108115;116598;1999-09-16;45
108116;116599;2000-06-10;45
108117;116600;2001-09-25;45
108118;116601;2002-12-23;45
108119;116602;2003-10-03;45
108120;116603;2004-11-13;45
108121;116604;2005-03-03;45
108122;116605;2006-04-02;45
108123;116606;2007-05-22;45
108124;116607;2008-06-27;45
108125;116608;2009-09-24;45
108126;116609;2010-06-14;77.95
108127;116611;2012-12-18;3.44
108128;116612;2013-12-01;45
108129;116613;2014-11-24;45
108130;116614;2015-08-17;45
108131;116615;2016-04-26;45
108132;116616;2017-12-04;45
108133;116617;2018-11-17;45
108134;116618;2008-09-15;20
108135;116619;2009-07-18;20
108136;116620;2010-07-06;20
108137;116621;2011-12-12;20
108138;116622;2012-04-07;16.16
108139;116623;2013-10-21;20
108140;116624;2014-05-06;20
108141;116625;2015-06-06;20
108142;116626;2016-06-09;20
108143;116627;2017-07-12;20
108144;116628;2013-12-03;45
108145;116630;2015-04-26;45
108146;116631;2016-12-26;45
108147;116632;2017-08-16;45
108148;116634;1994-09-18;45
108149;116636;1996-07-04;45
108150;116637;1997-06-13;45
108151;116638;1998-05-26;45
108152;116639;1999-07-17;45
108153;116640;2000-08-26;45
108154;116641;2001-10-19;45
108155;116642;2002-10-08;45
108156;116643;2003-11-18;45
108157;116644;2004-09-10;45
108158;116645;2005-04-14;45
108159;116646;2006-10-17;45
108160;116647;2007-09-06;45
108161;116648;2008-10-07;45
108162;116649;2009-10-11;45
108163;116650;2010-10-25;45
108164;116651;2011-07-23;45
108165;116652;2012-03-11;45
108166;116653;2013-06-01;45
108167;116654;2014-03-27;45
108168;116655;2015-04-09;45
108169;116656;2016-12-26;45
108170;116657;2017-12-14;45
108171;116659;2005-08-11;45
108172;116660;2006-10-07;45
108173;116661;2007-04-20;45
108174;116662;2008-11-28;45
108175;116664;2010-10-07;45
108176;116665;2011-11-19;45
108177;116666;2012-10-06;45
108178;116667;2013-06-26;72.09
108179;116668;2014-03-09;45
108180;116669;2015-12-24;24.68
108181;116670;2016-10-23;45
108182;116671;2017-12-27;45
108183;116672;2018-12-28;45
108184;116673;2001-08-09;45
108185;116674;2002-12-26;45
108186;116675;2003-03-07;34.45
108187;116676;2004-09-27;45
108188;116677;2005-10-19;45
108189;116678;2006-05-11;95.1
108190;116679;2007-07-26;45
108191;116680;2008-10-01;45
108192;116681;2009-04-28;45
108193;116682;2010-07-21;45
108194;116683;2011-04-18;45
108195;116684;2012-05-06;45
108196;116685;2013-04-07;45
108197;116686;2014-03-21;45
108198;116687;2015-07-15;45
108199;116688;2016-06-25;44.35
108200;116689;2017-11-05;45
108201;116690;2018-08-18;45
108202;116692;2006-11-16;45
108203;116693;2007-03-12;45
108204;116694;2008-05-21;45
108205;116695;2009-09-06;45
108206;116696;2010-07-08;45
108207;116697;2011-09-17;45
108208;116698;2012-09-10;45
108209;116699;2013-09-15;45
108210;116700;2014-07-20;45
108211;116701;2015-10-23;45
108212;116702;2016-10-17;45
108213;116704;2014-04-04;15
108214;116705;2015-04-19;15
108215;116706;2016-04-02;30.25
108216;116707;2017-10-03;15
108217;116709;1996-06-05;45
108218;116710;1997-12-04;45
108219;116711;1998-08-04;45
108220;116712;1999-11-13;58.69
108221;116713;2000-03-22;45
108222;116714;2001-10-19;45
108223;116715;2002-08-24;45
108224;116716;2003-11-21;45
108225;116717;2004-11-01;45
108226;116718;2005-11-04;45
108227;116719;2006-11-08;45
108228;116720;2007-12-03;45
108229;116721;2008-09-14;39.49
108230;116722;2009-04-17;45
108231;116724;2011-06-02;45
108232;116725;2012-07-02;45
108233;116726;2013-06-10;45
108234;116727;2014-08-23;45
108235;116728;2015-04-28;45
108236;116729;2016-11-27;45.88
108237;116730;2017-09-16;45
108238;116731;2018-09-06;45
108239;116732;2003-08-01;72.15
108240;116733;2004-03-15;45
108241;116734;2005-07-13;70.69
108242;116735;2006-03-24;45
108243;116736;2007-09-05;45
108244;116737;2008-09-27;45
108245;116738;2009-11-01;45
108246;116739;2010-12-04;45
108247;116740;2011-09-24;45
108248;116741;2012-12-06;45
108249;116742;2013-08-22;45
108250;116743;2014-04-07;45
108251;116745;2016-07-26;45
108252;116746;2015-07-15;0
108253;116747;2016-05-05;0
108254;116748;2007-09-14;45
108255;116749;2008-05-15;45
108256;116750;2009-07-07;45
108257;116751;2010-05-16;45
108258;116752;2011-07-07;45
108259;116755;2014-03-17;45
108260;116756;2015-09-14;45
108261;116758;2017-10-18;45
108262;116759;2018-04-14;45
108263;116760;2000-09-16;45
108264;116761;2001-10-24;9.23
108265;116762;2002-11-15;45
108266;116763;2003-11-08;45
108267;116764;2004-09-13;45
108268;116765;2005-09-09;45
108269;116766;2006-06-04;45
108270;116767;2007-07-15;45
108271;116768;2008-11-22;45
108272;116769;2009-11-18;45
108273;116770;2010-08-11;45
108274;116771;2011-10-28;45
108275;116772;2012-04-25;45
108276;116773;2013-10-24;45
108277;116774;2014-10-19;45
108278;116775;2015-09-22;24
108279;116776;2016-12-09;45
108280;116780;2011-07-17;20
108281;116781;2012-06-06;20
108282;116782;2013-05-22;20
108283;116783;2014-11-23;20
108284;116784;2015-03-06;20
108285;116785;2016-10-22;20
108286;116786;2017-11-09;20
108287;116788;2004-10-02;45
108288;116789;2005-10-21;45
108289;116790;2006-12-19;28.18
108290;116791;2007-10-13;45
108291;116792;2008-07-01;45
108292;116793;2009-03-22;45
108293;116794;2010-04-20;45
108294;116795;2011-12-08;45
108295;116796;2012-06-19;45
108296;116797;2013-06-13;45
108297;116798;2014-11-20;45
108298;116799;2015-05-24;45
108299;116800;2016-10-22;45
108300;116801;2017-11-27;45
108301;116802;2018-09-13;48.66
108302;116803;1996-08-06;45
108303;116804;1997-10-03;45
108304;116805;1998-03-25;45
108305;116806;1999-04-15;45
108306;116807;2000-04-11;45
108307;116809;2002-03-23;45
108308;116810;2003-12-04;45
108309;116811;2004-03-13;45
108310;116812;2005-05-12;45
108311;116813;2006-08-24;45
108312;116814;2007-11-14;45
108313;116815;2008-07-23;45
108314;116816;2009-05-26;45
108315;116817;2010-08-18;45
108316;116818;2011-09-26;45
108317;116819;2012-08-20;45
108318;116820;2013-05-14;45
108319;116821;2014-11-18;45
108320;116822;2015-05-24;45
108321;116823;2016-09-28;45
108322;116824;2017-09-13;45
108323;116826;2007-04-24;45
108324;116827;2008-08-05;45
108325;116828;2009-05-04;45
108326;116829;2010-06-12;45
108327;116830;2011-05-17;45
108328;116831;2012-12-09;45
108329;116832;2013-08-28;45
108330;116833;2014-10-09;45
108331;116834;2015-06-11;45
108332;116835;2016-05-20;45
108333;116836;2017-12-12;48.07
108334;116837;2018-10-28;45
108335;116838;2014-10-11;45
108336;116839;2015-06-08;45
108337;116840;2016-11-28;45
108338;116841;2017-08-02;45
108339;116843;1982-07-24;45
108340;116844;1983-11-12;45
108341;116845;1984-06-13;45
108342;116846;1985-10-20;45
108343;116847;1986-05-26;45
108344;116848;1987-06-10;45
108345;116849;1988-05-26;45
108346;116850;1989-04-13;45
108347;116851;1990-06-12;45
108348;116852;1991-09-05;45
108349;116853;1992-04-06;45
108350;116854;1993-10-07;45
108351;116855;1994-07-10;45
108352;116856;1995-10-28;45
108353;116857;1996-12-15;45
108354;116858;1997-12-04;45
108355;116859;1998-12-16;45
108356;116861;2000-03-09;45
108357;116862;2001-10-22;45
108358;116863;2002-07-13;45
108359;116864;2003-03-26;45
108360;116865;2004-11-20;23.06
108361;116866;2005-12-12;45
108362;116867;2006-07-24;45
108363;116868;2007-10-08;45
108364;116869;2008-05-11;45
108365;116870;2009-04-23;45
108366;116871;2010-09-03;45
108367;116872;2011-05-14;45
108368;116873;2012-08-03;45
108369;116874;2013-09-03;45
108370;116875;2014-07-18;45
108371;116876;2015-06-10;45
108372;116877;2016-04-20;45
108373;116880;2001-04-03;45
108374;116881;2002-05-02;68.26
108375;116882;2003-12-10;45
108376;116883;2004-12-03;45
108377;116884;2005-06-11;45
108378;116885;2006-09-01;45
108379;116886;2007-12-08;45
108380;116887;2008-11-06;45
108381;116888;2009-03-03;45
108382;116889;2010-11-12;45
108383;116890;2011-04-23;45
108384;116891;2012-08-13;45
108385;116892;2013-07-01;28.03
108386;116893;2014-09-28;45
108387;116895;2016-10-03;45
108388;116896;2017-07-07;69.69
108389;116898;2014-10-17;15
108390;116899;2015-05-12;15
108391;116900;2016-04-01;15
108392;116901;2017-06-06;15
108393;116902;2003-04-22;25
108394;116903;2004-06-18;25
108395;116904;2005-05-19;25
108396;116905;2006-04-21;25
108397;116906;2007-05-26;25
108398;116907;2008-11-22;25
108399;116908;2009-06-17;25
108400;116909;2010-12-01;25
108401;116910;2011-11-01;25
108402;116911;2012-10-12;28.66
108403;116912;2013-05-25;25
108404;116914;2015-12-14;25
108405;116915;2016-08-25;25
108406;116917;2018-10-07;25
108407;116918;2010-08-10;20
108408;116919;2011-11-01;20
108409;116921;2013-11-02;20
108410;116922;2014-09-02;20
108411;116923;2015-10-28;20
108412;116925;2017-08-15;20
108413;116926;2018-09-26;20
108414;116927;1994-09-19;45
108415;116928;1995-03-28;45
108416;116929;1996-08-08;45
108417;116930;1997-09-22;45
108418;116931;1998-06-12;45
108419;116933;2000-04-15;45
108420;116934;2001-11-03;45
108421;116935;2002-07-04;45
108422;116936;2003-12-27;45
108423;116937;2004-04-02;45
108424;116938;2005-08-20;45
108425;116939;2006-12-11;45
108426;116940;2007-03-16;45
108427;116941;2008-07-08;45
108428;116942;2009-06-25;45
108429;116943;2010-06-26;45
108430;116944;2011-12-20;45
108431;116945;2012-03-06;45
108432;116947;2014-06-28;45
108433;116948;2015-11-22;45
108434;116949;2016-04-20;45
108435;116951;2018-06-08;45
108436;116953;2006-07-11;45
108437;116954;2007-03-21;45
108438;116955;2008-06-26;45
108439;116956;2009-07-26;45
108440;116957;2010-03-05;45
108441;116958;2011-07-04;45
108442;116959;2012-06-16;42.26
108443;116960;2013-11-11;45
108444;116961;2014-03-26;45
108445;116962;2015-08-07;45
108446;116963;2016-07-03;45
108447;116964;2017-11-27;45
108448;116965;2018-06-26;45
108449;116966;1970-03-20;45
108450;116967;1971-09-17;45
108451;116968;1972-11-04;45
108452;116969;1973-03-05;45
108453;116970;1974-11-24;45
108454;116972;1976-04-22;45
108455;116973;1977-06-16;45
108456;116974;1978-11-16;45
108457;116975;1979-09-24;45
108458;116976;1980-11-26;45
108459;116977;1981-12-14;45
108460;116978;1982-06-04;45
108461;116979;1983-08-21;49.12
108462;116980;1984-09-13;45
108463;116981;1985-05-10;45
108464;116982;1986-09-07;45
108465;116983;1987-05-22;45
108466;116984;1988-03-28;59.33
108467;116985;1989-04-06;45
108468;116986;1990-07-15;45
108469;116987;1991-09-05;45
108470;116988;1992-11-18;45
108471;116989;1993-07-02;45
108472;116990;1994-09-25;49.32
108473;116992;1996-11-05;45
108474;116993;1997-09-20;45
108475;116994;1998-10-26;45
108476;116995;1999-10-14;45
108477;116996;2000-12-10;45
108478;116997;2001-03-20;45
108479;116998;2002-12-23;45
108480;116999;2003-09-14;97.66
108481;117000;2004-08-12;45
108482;117002;2006-04-07;45
108483;117003;2007-04-03;45
108484;117004;2008-06-18;45
108485;117005;2009-06-15;45
108486;117006;2010-05-08;51.67
108487;117007;2011-08-19;12.13
108488;117008;2012-05-14;45
108489;117009;2013-10-14;45
108490;117010;2014-03-20;45
108491;117011;2015-03-27;45
108492;117012;2016-04-05;45
108493;117013;2017-07-26;45
108494;117014;2018-10-04;45
108495;117015;2004-06-06;45
108496;117016;2005-07-13;45
108497;117017;2006-03-07;45
108498;117018;2007-03-12;45
108499;117019;2008-04-27;45
108500;117020;2009-07-05;45
108501;117021;2010-09-27;45
108502;117022;2011-03-12;45
108503;117023;2012-09-02;45
108504;117024;2013-11-27;45
108505;117025;2014-09-08;45
108506;117026;2015-11-11;45
108507;117027;2016-03-26;45
108508;117028;2017-11-18;45
108509;117030;1992-03-13;45
108510;117031;1993-04-20;45
108511;117032;1994-05-11;45
108512;117033;1995-11-12;45
108513;117034;1996-05-13;45
108514;117035;1997-05-02;45
108515;117036;1998-06-04;45
108516;117037;1999-09-18;45
108517;117038;2000-05-22;45
108518;117039;2001-06-28;45
108519;117040;2002-09-28;45
108520;117042;2004-05-11;45
108521;117043;2005-12-06;45
108522;117044;2006-12-03;45
108523;117045;2007-07-25;45
108524;117046;2008-12-05;45
108525;117047;2009-03-11;45
108526;117048;2010-05-21;45
108527;117049;2011-09-24;71.01
108528;117050;2012-07-25;45
108529;117051;2013-12-24;45
108530;117052;2014-08-16;30.36
108531;117054;2016-05-27;93.84
108532;117055;2017-05-17;45
108533;117056;2018-09-02;45
108534;117057;2015-12-04;46.21
108535;117058;2016-12-24;15
108536;117059;2017-03-26;15
108537;117060;2018-09-15;15
108538;117061;1998-05-06;45
108539;117062;1999-06-02;45
108540;117063;2000-11-09;45
108541;117064;2001-09-08;45
108542;117065;2002-05-28;45
108543;117066;2003-03-26;45
108544;117067;2004-12-06;45
108545;117068;2005-11-24;45
108546;117069;2006-11-19;45
