id;member_id;member_type;member_since;member_until
7741;7741;youth;2016-01-01;
7742;7742;free;2008-01-01;
7743;7743;youth;2015-01-01;
7744;7744;combi;2013-01-01;
7745;7745;full;2018-01-01;
7746;7746;full;1997-01-01;2000-01-01
7747;7747;full;2010-01-01;
7748;7748;combi;2018-01-01;
7749;7749;full;1984-01-01;
7750;7750;full;1969-01-01;
7751;7751;reduction;2014-01-01;
7752;7752;full;2016-01-01;
7753;7753;free;1977-01-01;
7754;7754;full;2003-01-01;2010-01-01
7755;7755;full;2005-01-01;
7756;7756;full;1995-01-01;
7757;7757;full;2010-01-01;
7758;7758;youth;2015-01-01;2017-01-01
7759;7759;youth;2016-01-01;
7760;7760;full;2003-01-01;
7761;7761;combi;2011-01-01;
7762;7762;full;1989-01-01;
7763;7763;full;2006-01-01;
7764;7764;full;1966-01-01;
7765;7765;full;2012-01-01;
7766;7766;full;2012-01-01;
7767;7767;reduction;1990-01-01;1998-01-01
7768;7768;reduction;2009-01-01;
7769;7769;full;1971-01-01;1996-01-01
7770;7770;full;2008-01-01;
7771;7771;full;1993-01-01;
7772;7772;full;2017-01-01;
7773;7773;full;1961-01-01;
7774;7774;full;2011-01-01;
7775;7775;free;2005-01-01;
7776;7776;full;2002-01-01;
7777;7777;combi;2011-01-01;
7778;7778;full;1985-01-01;
7779;7779;full;2018-01-01;
7780;7780;full;1999-01-01;
7781;7781;full;2015-01-01;
7782;7782;full;2013-01-01;
7783;7783;full;2004-01-01;
7784;7784;full;1998-01-01;
7785;7785;full;1994-01-01;2001-01-01
7786;7786;full;1995-01-01;2015-01-01
7787;7787;full;1979-01-01;
7788;7788;reduction;2005-01-01;
7789;7789;full;1990-01-01;
7790;7790;full;2004-01-01;
7791;7791;full;2005-01-01;
7792;7792;youth;2014-01-01;
7793;7793;full;2005-01-01;
7794;7794;full;1976-01-01;
7795;7795;full;2014-01-01;
7796;7796;full;2015-01-01;
7797;7797;reduction;2010-01-01;
7798;7798;full;2011-01-01;
7799;7799;full;2011-01-01;2014-01-01
7800;7800;combi;2016-01-01;
7801;7801;youth;2014-01-01;
7802;7802;combi;2015-01-01;
7803;7803;full;2017-01-01;
7804;7804;full;2013-01-01;2016-01-01
7805;7805;full;2008-01-01;
7806;7806;full;1992-01-01;2000-01-01
7807;7807;full;1999-01-01;
7808;7808;full;2004-01-01;2005-01-01
7809;7809;full;2011-01-01;
7810;7810;full;1988-01-01;
7811;7811;free;2006-01-01;
7812;7812;reduction;1978-01-01;2002-01-01
7813;7813;full;2013-01-01;2014-01-01
7814;7814;full;1991-01-01;
7815;7815;full;1967-01-01;
7816;7816;full;2002-01-01;
7817;7817;full;2015-01-01;
7818;7818;reduction;1972-01-01;2002-01-01
7819;7819;combi;2018-01-01;
7820;7820;full;2015-01-01;
7821;7821;full;2005-01-01;2010-01-01
7822;7822;full;2014-01-01;
7823;7823;full;2001-01-01;2009-01-01
7824;7824;full;2011-01-01;
7825;7825;full;1998-01-01;2009-01-01
7826;7826;full;1965-01-01;
7827;7827;full;1985-01-01;
7828;7828;full;2000-01-01;2003-01-01
7829;7829;full;2010-01-01;
7830;7830;full;2015-01-01;
7831;7831;full;1999-01-01;
7832;7832;full;1986-01-01;1991-01-01
7833;7833;full;1988-01-01;
7834;7834;reduction;2007-01-01;2010-01-01
7835;7835;combi;2004-01-01;
7836;7836;full;1976-01-01;
7837;7837;combi;2011-01-01;
7838;7838;combi;2014-01-01;2018-01-01
7839;7839;full;2012-01-01;
7840;7840;reduction;2008-01-01;
7841;7841;full;2007-01-01;
7842;7842;full;2000-01-01;
7843;7843;reduction;2001-01-01;
7844;7844;combi;2011-01-01;
7845;7845;full;1990-01-01;
7846;7846;full;1983-01-01;
7847;7847;full;2013-01-01;
7848;7848;full;1981-01-01;
7849;7849;combi;2013-01-01;
7850;7850;combi;2012-01-01;2013-01-01
7851;7851;combi;2006-01-01;2014-01-01
7852;7852;full;2000-01-01;
7853;7853;full;2015-01-01;
7854;7854;full;2002-01-01;
7855;7855;free;1998-01-01;
7856;7856;full;1982-01-01;
7857;7857;reduction;2005-01-01;2005-01-01
7858;7858;free;1998-01-01;
7859;7859;full;2000-01-01;
7860;7860;full;2011-01-01;
7861;7861;full;1973-01-01;
7862;7862;full;2010-01-01;2015-01-01
7863;7863;full;1992-01-01;
7864;7864;full;2013-01-01;
7865;7865;full;1997-01-01;
7866;7866;full;2000-01-01;
7867;7867;full;2015-01-01;
7868;7868;reduction;1993-01-01;2011-01-01
7869;7869;full;2004-01-01;
7870;7870;full;2006-01-01;
7871;7871;full;1991-01-01;2009-01-01
7872;7872;full;1993-01-01;
7873;7873;youth;2015-01-01;
7874;7874;full;2012-01-01;
7875;7875;full;1978-01-01;
7876;7876;full;1997-01-01;
7877;7877;full;1982-01-01;
7878;7878;full;2018-01-01;2018-01-01
7879;7879;full;2017-01-01;
7880;7880;full;2009-01-01;
7881;7881;youth;2014-01-01;2014-01-01
7882;7882;full;2014-01-01;
7883;7883;full;1997-01-01;2013-01-01
7884;7884;full;1996-01-01;
7885;7885;full;2011-01-01;
7886;7886;full;2004-01-01;
7887;7887;full;1984-01-01;
7888;7888;combi;2013-01-01;
7889;7889;full;1995-01-01;
7890;7890;full;2013-01-01;2017-01-01
7891;7891;full;1994-01-01;2005-01-01
7892;7892;full;2013-01-01;
7893;7893;full;2016-01-01;
7894;7894;full;2009-01-01;
7895;7895;free;2001-01-01;
7896;7896;full;1998-01-01;
7897;7897;full;1982-01-01;2011-01-01
7898;7898;reduction;1965-01-01;
7899;7899;full;2011-01-01;
7900;7900;full;2014-01-01;
7901;7901;full;2005-01-01;
7902;7902;full;1997-01-01;
7903;7903;full;2002-01-01;
7904;7904;full;1984-01-01;
7905;7905;combi;2015-01-01;
7906;7906;full;2014-01-01;
7907;7907;reduction;1984-01-01;
7908;7908;youth;2014-01-01;
7909;7909;free;2011-01-01;
7910;7910;full;2006-01-01;
7911;7911;combi;2011-01-01;
7912;7912;full;2014-01-01;
7913;7913;full;1970-01-01;1996-01-01
7914;7914;full;2018-01-01;
7915;7915;combi;2018-01-01;
7916;7916;youth;2018-01-01;
7917;7917;free;1965-01-01;
7918;7918;youth;2014-01-01;
7919;7919;combi;2006-01-01;
7920;7920;full;2013-01-01;
7921;7921;full;2000-01-01;
7922;7922;youth;2017-01-01;
7923;7923;full;1984-01-01;
7924;7924;combi;2016-01-01;2016-01-01
7925;7925;combi;2015-01-01;
7926;7926;full;2009-01-01;
7927;7927;full;2009-01-01;
7928;7928;full;2014-01-01;2015-01-01
7929;7929;full;2011-01-01;
7930;7930;full;2013-01-01;
7931;7931;free;1987-01-01;
7932;7932;full;2010-01-01;
7933;7933;reduction;2002-01-01;
7934;7934;full;2005-01-01;
7935;7935;full;2015-01-01;
7936;7936;full;1998-01-01;
7937;7937;full;2015-01-01;
7938;7938;full;2001-01-01;
7939;7939;free;2002-01-01;
7940;7940;full;2003-01-01;
7941;7941;full;1964-01-01;
7942;7942;combi;2014-01-01;2016-01-01
7943;7943;full;2005-01-01;
7944;7944;full;2010-01-01;2018-01-01
7945;7945;reduction;2010-01-01;
7946;7946;combi;2011-01-01;
7947;7947;full;2008-01-01;
7948;7948;combi;2004-01-01;
7949;7949;full;2005-01-01;
7950;7950;reduction;1993-01-01;
7951;7951;full;2015-01-01;
7952;7952;full;1998-01-01;
7953;7953;full;1993-01-01;
7954;7954;full;1988-01-01;
7955;7955;full;2011-01-01;2015-01-01
7956;7956;full;2001-01-01;2013-01-01
7957;7957;full;1962-01-01;1980-01-01
7958;7958;full;2007-01-01;
7959;7959;full;1984-01-01;
7960;7960;full;2016-01-01;2016-01-01
7961;7961;full;1983-01-01;
7962;7962;full;2007-01-01;
7963;7963;full;1989-01-01;
7964;7964;full;2001-01-01;
7965;7965;full;1964-01-01;1975-01-01
7966;7966;free;2002-01-01;
7967;7967;full;2014-01-01;
7968;7968;free;2017-01-01;
7969;7969;reduction;2016-01-01;
7970;7970;combi;2016-01-01;2016-01-01
7971;7971;full;2004-01-01;
7972;7972;reduction;2009-01-01;
7973;7973;reduction;1991-01-01;
7974;7974;free;2006-01-01;
7975;7975;full;2006-01-01;2006-01-01
7976;7976;combi;2018-01-01;
7977;7977;full;2006-01-01;
7978;7978;full;2013-01-01;
7979;7979;full;2000-01-01;
7980;7980;combi;2014-01-01;
7981;7981;free;1995-01-01;2007-01-01
7982;7982;full;2003-01-01;
7983;7983;full;1988-01-01;
7984;7984;full;2011-01-01;
7985;7985;full;2014-01-01;2018-01-01
7986;7986;reduction;1996-01-01;
7987;7987;reduction;1992-01-01;
7988;7988;full;2016-01-01;
7989;7989;youth;2018-01-01;
7990;7990;full;1988-01-01;2014-01-01
7991;7991;combi;2016-01-01;
7992;7992;full;2015-01-01;
7993;7993;full;2000-01-01;
7994;7994;full;1998-01-01;
7995;7995;full;2017-01-01;
7996;7996;free;2014-01-01;
7997;7997;full;1986-01-01;
7998;7998;full;2018-01-01;
7999;7999;full;2006-01-01;
8000;8000;full;2014-01-01;
8001;8001;reduction;2014-01-01;2017-01-01
8002;8002;full;1974-01-01;
8003;8003;full;2012-01-01;
8004;8004;full;2014-01-01;
8005;8005;full;1986-01-01;
8006;8006;full;2008-01-01;
8007;8007;full;2009-01-01;
8008;8008;youth;2018-01-01;
8009;8009;full;2011-01-01;
8010;8010;free;2001-01-01;
8011;8011;reduction;1997-01-01;
8012;8012;full;1999-01-01;
8013;8013;full;2012-01-01;2014-01-01
8014;8014;reduction;2001-01-01;
8015;8015;full;2018-01-01;2018-01-01
8016;8016;full;2017-01-01;
8017;8017;full;1992-01-01;
8018;8018;full;1996-01-01;
8019;8019;full;2007-01-01;2017-01-01
8020;8020;free;1984-01-01;1993-01-01
8021;8021;full;2010-01-01;2012-01-01
8022;8022;full;2014-01-01;
8023;8023;full;2006-01-01;
8024;8024;full;2014-01-01;
8025;8025;full;1984-01-01;
8026;8026;full;1993-01-01;2000-01-01
8027;8027;combi;2006-01-01;2006-01-01
8028;8028;full;1994-01-01;2000-01-01
8029;8029;full;1976-01-01;
8030;8030;combi;2013-01-01;
8031;8031;combi;2018-01-01;
8032;8032;full;1982-01-01;
8033;8033;full;1985-01-01;
8034;8034;youth;2016-01-01;
8035;8035;youth;2017-01-01;
8036;8036;full;2004-01-01;
8037;8037;combi;2010-01-01;
8038;8038;youth;2014-01-01;
8039;8039;full;1991-01-01;
8040;8040;reduction;2004-01-01;
8041;8041;combi;2013-01-01;
8042;8042;full;2016-01-01;
8043;8043;free;1998-01-01;
8044;8044;free;2009-01-01;
8045;8045;full;2015-01-01;
8046;8046;full;2008-01-01;
8047;8047;youth;2013-01-01;
8048;8048;full;1976-01-01;
8049;8049;full;1992-01-01;
8050;8050;full;2016-01-01;
8051;8051;reduction;1998-01-01;
8052;8052;full;2018-01-01;
8053;8053;reduction;2017-01-01;2018-01-01
8054;8054;full;1984-01-01;
8055;8055;full;2015-01-01;2017-01-01
8056;8056;full;2018-01-01;
8057;8057;full;1992-01-01;
8058;8058;full;1985-01-01;1985-01-01
8059;8059;combi;2018-01-01;2018-01-01
8060;8060;full;1981-01-01;
8061;8061;youth;2016-01-01;
8062;8062;full;1998-01-01;2016-01-01
8063;8063;reduction;1998-01-01;2010-01-01
8064;8064;full;2009-01-01;
8065;8065;full;2018-01-01;
8066;8066;full;1972-01-01;
8067;8067;full;2001-01-01;
8068;8068;full;2018-01-01;2018-01-01
8069;8069;full;2013-01-01;
8070;8070;youth;2014-01-01;
8071;8071;full;2006-01-01;2010-01-01
8072;8072;full;2007-01-01;
8073;8073;combi;2016-01-01;
8074;8074;full;2015-01-01;
8075;8075;full;2008-01-01;
8076;8076;youth;2013-01-01;
8077;8077;full;2012-01-01;2016-01-01
8078;8078;reduction;2011-01-01;2012-01-01
8079;8079;full;2006-01-01;
8080;8080;combi;2017-01-01;2018-01-01
8081;8081;combi;2009-01-01;
8082;8082;full;2012-01-01;
8083;8083;full;2000-01-01;
8084;8084;full;2008-01-01;
8085;8085;full;2012-01-01;
8086;8086;full;2016-01-01;
8087;8087;youth;2011-01-01;
8088;8088;full;2013-01-01;2017-01-01
8089;8089;combi;2008-01-01;2008-01-01
8090;8090;full;2007-01-01;
8091;8091;full;2015-01-01;
8092;8092;full;2003-01-01;
8093;8093;full;1960-01-01;
8094;8094;combi;2015-01-01;
8095;8095;full;2014-01-01;
8096;8096;combi;2017-01-01;
8097;8097;full;2016-01-01;
8098;8098;full;2008-01-01;
8099;8099;full;2015-01-01;
8100;8100;reduction;2007-01-01;
8101;8101;full;1989-01-01;
8102;8102;full;2015-01-01;2016-01-01
8103;8103;free;1985-01-01;
8104;8104;full;1993-01-01;
8105;8105;full;2012-01-01;
8106;8106;full;1990-01-01;1996-01-01
8107;8107;free;2017-01-01;
8108;8108;full;2015-01-01;
8109;8109;full;2006-01-01;2011-01-01
8110;8110;full;1998-01-01;2001-01-01
8111;8111;free;2010-01-01;
8112;8112;full;2013-01-01;
8113;8113;combi;2010-01-01;
8114;8114;full;2017-01-01;
8115;8115;full;1995-01-01;
8116;8116;full;2003-01-01;
8117;8117;full;1989-01-01;
8118;8118;full;1984-01-01;
8119;8119;full;1994-01-01;1998-01-01
8120;8120;free;2003-01-01;
8121;8121;reduction;2017-01-01;
8122;8122;full;2009-01-01;
8123;8123;full;1989-01-01;
8124;8124;reduction;1967-01-01;
8125;8125;full;1997-01-01;
8126;8126;youth;2015-01-01;
8127;8127;full;1997-01-01;
8128;8128;youth;2017-01-01;
8129;8129;full;2005-01-01;2013-01-01
8130;8130;full;1983-01-01;
8131;8131;reduction;1997-01-01;
8132;8132;full;1990-01-01;
8133;8133;full;2003-01-01;
8134;8134;youth;2016-01-01;
8135;8135;full;1983-01-01;
8136;8136;full;1986-01-01;
8137;8137;full;1970-01-01;
8138;8138;free;1996-01-01;
8139;8139;full;1993-01-01;
8140;8140;full;2005-01-01;
8141;8141;combi;2012-01-01;
8142;8142;full;1998-01-01;2013-01-01
8143;8143;reduction;1999-01-01;
8144;8144;full;1976-01-01;
8145;8145;full;2013-01-01;
8146;8146;free;1990-01-01;
8147;8147;full;2012-01-01;
8148;8148;full;1977-01-01;
8149;8149;full;2005-01-01;
8150;8150;full;1992-01-01;
8151;8151;combi;2007-01-01;
8152;8152;reduction;1997-01-01;
8153;8153;full;2000-01-01;
8154;8154;full;1991-01-01;
8155;8155;full;1983-01-01;
8156;8156;full;1993-01-01;
8157;8157;combi;2011-01-01;
8158;8158;full;1998-01-01;
8159;8159;full;2009-01-01;
8160;8160;youth;2018-01-01;
8161;8161;reduction;1995-01-01;
8162;8162;combi;2013-01-01;
8163;8163;full;1999-01-01;2009-01-01
8164;8164;full;2009-01-01;
8165;8165;full;1984-01-01;
8166;8166;reduction;2010-01-01;
8167;8167;full;2007-01-01;
8168;8168;full;1999-01-01;
8169;8169;full;1964-01-01;
8170;8170;full;1998-01-01;
8171;8171;full;1987-01-01;
8172;8172;full;1983-01-01;
8173;8173;full;1964-01-01;
8174;8174;full;1982-01-01;
8175;8175;full;2009-01-01;
8176;8176;full;1983-01-01;
8177;8177;full;2011-01-01;
8178;8178;full;2005-01-01;
8179;8179;youth;2017-01-01;
8180;8180;full;2003-01-01;
8181;8181;full;1998-01-01;
8182;8182;youth;2016-01-01;
8183;8183;full;2008-01-01;
8184;8184;full;1979-01-01;
8185;8185;full;2016-01-01;
8186;8186;full;2017-01-01;
8187;8187;youth;2018-01-01;
8188;8188;combi;2015-01-01;
8189;8189;full;1972-01-01;
8190;8190;reduction;2013-01-01;
8191;8191;free;2016-01-01;
8192;8192;full;2015-01-01;
8193;8193;free;2004-01-01;2018-01-01
8194;8194;combi;2014-01-01;
8195;8195;combi;2013-01-01;
8196;8196;combi;2015-01-01;2016-01-01
8197;8197;combi;2008-01-01;
8198;8198;full;2017-01-01;
8199;8199;free;2017-01-01;
8200;8200;full;2016-01-01;
8201;8201;full;1992-01-01;
8202;8202;full;1982-01-01;
8203;8203;full;1984-01-01;
8204;8204;full;1976-01-01;
8205;8205;full;1998-01-01;2003-01-01
8206;8206;full;2014-01-01;
8207;8207;combi;2003-01-01;
8208;8208;combi;2010-01-01;2014-01-01
8209;8209;full;2008-01-01;
8210;8210;full;1992-01-01;1994-01-01
8211;8211;full;2001-01-01;
8212;8212;youth;2016-01-01;
8213;8213;reduction;1977-01-01;
8214;8214;full;1973-01-01;
8215;8215;youth;2016-01-01;
8216;8216;full;1986-01-01;
8217;8217;full;1995-01-01;2003-01-01
8218;8218;full;1994-01-01;
8219;8219;reduction;2018-01-01;
8220;8220;full;1973-01-01;
8221;8221;full;2008-01-01;2010-01-01
8222;8222;combi;2014-01-01;
8223;8223;full;1991-01-01;
8224;8224;full;1996-01-01;2000-01-01
8225;8225;combi;2008-01-01;
8226;8226;full;2013-01-01;
8227;8227;free;1977-01-01;
8228;8228;full;1976-01-01;
8229;8229;combi;2015-01-01;
8230;8230;full;2004-01-01;
8231;8231;full;1973-01-01;
8232;8232;combi;2017-01-01;2018-01-01
8233;8233;youth;2014-01-01;
8234;8234;combi;2008-01-01;
8235;8235;full;2017-01-01;
8236;8236;youth;2016-01-01;
8237;8237;youth;2015-01-01;
8238;8238;combi;2015-01-01;
8239;8239;full;2009-01-01;
8240;8240;youth;2013-01-01;2016-01-01
8241;8241;full;1995-01-01;
8242;8242;full;2013-01-01;
8243;8243;full;2002-01-01;
8244;8244;youth;2017-01-01;
8245;8245;full;2006-01-01;2011-01-01
8246;8246;full;1989-01-01;
8247;8247;combi;2008-01-01;2018-01-01
8248;8248;full;2013-01-01;
8249;8249;full;1994-01-01;
8250;8250;full;2005-01-01;
8251;8251;full;2001-01-01;
8252;8252;full;2005-01-01;2018-01-01
8253;8253;youth;2014-01-01;
8254;8254;full;1996-01-01;
8255;8255;full;2003-01-01;2017-01-01
8256;8256;free;2015-01-01;2017-01-01
8257;8257;full;2007-01-01;
8258;8258;full;2000-01-01;
8259;8259;full;2018-01-01;
8260;8260;combi;2011-01-01;
8261;8261;full;2004-01-01;
8262;8262;full;1996-01-01;
8263;8263;full;2007-01-01;
8264;8264;full;2014-01-01;
8265;8265;full;1982-01-01;
8266;8266;full;2001-01-01;
8267;8267;youth;2014-01-01;2018-01-01
8268;8268;reduction;2003-01-01;
8269;8269;combi;2010-01-01;
8270;8270;full;1994-01-01;
8271;8271;full;2018-01-01;2018-01-01
8272;8272;full;2005-01-01;
8273;8273;full;1970-01-01;
8274;8274;full;2004-01-01;
8275;8275;full;1992-01-01;
8276;8276;youth;2015-01-01;
8277;8277;full;1998-01-01;
8278;8278;full;1990-01-01;
8279;8279;full;1971-01-01;2008-01-01
8280;8280;full;2017-01-01;
8281;8281;full;2006-01-01;2016-01-01
8282;8282;youth;2015-01-01;
8283;8283;reduction;1977-01-01;
8284;8284;full;1981-01-01;
8285;8285;full;2004-01-01;2004-01-01
8286;8286;full;1998-01-01;
8287;8287;reduction;2002-01-01;
8288;8288;full;2001-01-01;
8289;8289;full;2015-01-01;2018-01-01
8290;8290;full;1998-01-01;
8291;8291;full;2006-01-01;
8292;8292;combi;2016-01-01;
8293;8293;full;2018-01-01;
8294;8294;youth;2015-01-01;
8295;8295;full;2011-01-01;
8296;8296;youth;2013-01-01;
8297;8297;full;2004-01-01;
8298;8298;full;2009-01-01;
8299;8299;youth;2015-01-01;
8300;8300;youth;2017-01-01;2017-01-01
8301;8301;full;2013-01-01;
8302;8302;youth;2018-01-01;
8303;8303;full;2013-01-01;
8304;8304;full;1980-01-01;
8305;8305;full;2001-01-01;2013-01-01
8306;8306;full;1997-01-01;2005-01-01
8307;8307;full;2011-01-01;
8308;8308;full;1997-01-01;2002-01-01
8309;8309;full;2012-01-01;
8310;8310;combi;2014-01-01;
8311;8311;full;2010-01-01;2013-01-01
8312;8312;full;2007-01-01;
8313;8313;reduction;2018-01-01;
8314;8314;reduction;1976-01-01;
8315;8315;full;2018-01-01;2018-01-01
8316;8316;full;2015-01-01;
8317;8317;full;1988-01-01;2011-01-01
8318;8318;full;2005-01-01;2009-01-01
8319;8319;full;2009-01-01;
8320;8320;combi;2014-01-01;2015-01-01
8321;8321;full;1984-01-01;
8322;8322;full;2013-01-01;
8323;8323;free;1984-01-01;
8324;8324;full;2002-01-01;
8325;8325;full;1988-01-01;1997-01-01
8326;8326;full;1966-01-01;1980-01-01
8327;8327;full;1978-01-01;
8328;8328;combi;2013-01-01;
8329;8329;reduction;1993-01-01;
8330;8330;full;1996-01-01;
8331;8331;full;1994-01-01;
8332;8332;reduction;2011-01-01;
8333;8333;full;1998-01-01;
8334;8334;youth;2016-01-01;
8335;8335;full;1990-01-01;
8336;8336;combi;2009-01-01;
8337;8337;youth;2017-01-01;
8338;8338;youth;2015-01-01;
8339;8339;free;2012-01-01;
8340;8340;full;1985-01-01;
8341;8341;combi;2014-01-01;
8342;8342;full;2002-01-01;
8343;8343;full;2008-01-01;2012-01-01
8344;8344;full;2006-01-01;
8345;8345;full;1969-01-01;1993-01-01
8346;8346;combi;2011-01-01;
8347;8347;reduction;2010-01-01;
8348;8348;combi;2013-01-01;
8349;8349;reduction;1980-01-01;
8350;8350;combi;2011-01-01;2011-01-01
8351;8351;full;2001-01-01;
8352;8352;full;2002-01-01;
8353;8353;full;2015-01-01;
8354;8354;full;2018-01-01;
8355;8355;full;1985-01-01;
8356;8356;combi;2005-01-01;2006-01-01
8357;8357;full;2010-01-01;
8358;8358;full;1988-01-01;
8359;8359;youth;2016-01-01;
8360;8360;full;1990-01-01;
8361;8361;full;1998-01-01;
8362;8362;full;1971-01-01;
8363;8363;full;2011-01-01;2012-01-01
8364;8364;free;2008-01-01;
8365;8365;full;1992-01-01;
8366;8366;combi;2005-01-01;
8367;8367;full;2013-01-01;
8368;8368;full;2007-01-01;2017-01-01
8369;8369;full;2015-01-01;
8370;8370;combi;2015-01-01;
8371;8371;full;2000-01-01;2006-01-01
8372;8372;full;1978-01-01;
8373;8373;combi;2008-01-01;
8374;8374;full;2016-01-01;
8375;8375;full;1998-01-01;
8376;8376;full;2010-01-01;
8377;8377;full;1996-01-01;
8378;8378;full;2000-01-01;
8379;8379;full;2012-01-01;
8380;8380;full;2018-01-01;
8381;8381;full;2006-01-01;
8382;8382;full;1999-01-01;
8383;8383;full;1980-01-01;
8384;8384;full;1988-01-01;1990-01-01
8385;8385;full;1998-01-01;
8386;8386;full;1972-01-01;
8387;8387;full;2010-01-01;
8388;8388;full;2003-01-01;
8389;8389;full;2003-01-01;2006-01-01
8390;8390;combi;2014-01-01;
8391;8391;full;2018-01-01;2018-01-01
8392;8392;full;1980-01-01;
8393;8393;combi;2012-01-01;
8394;8394;full;1981-01-01;2005-01-01
8395;8395;full;1986-01-01;
8396;8396;youth;2013-01-01;
8397;8397;combi;2018-01-01;
8398;8398;reduction;2010-01-01;
8399;8399;full;1993-01-01;
8400;8400;full;2017-01-01;
8401;8401;full;2016-01-01;
8402;8402;combi;2015-01-01;
8403;8403;reduction;1987-01-01;
8404;8404;full;1997-01-01;
8405;8405;full;2001-01-01;
8406;8406;full;2014-01-01;
8407;8407;full;2017-01-01;
8408;8408;combi;2014-01-01;
8409;8409;combi;2015-01-01;2015-01-01
8410;8410;full;2002-01-01;
8411;8411;full;1979-01-01;
8412;8412;full;2002-01-01;2013-01-01
8413;8413;combi;2018-01-01;2018-01-01
8414;8414;youth;2018-01-01;
8415;8415;full;2002-01-01;
8416;8416;combi;2013-01-01;
8417;8417;free;2011-01-01;
8418;8418;combi;2011-01-01;
8419;8419;reduction;1976-01-01;
8420;8420;full;2014-01-01;2018-01-01
8421;8421;reduction;2001-01-01;
8422;8422;free;2018-01-01;
8423;8423;full;2010-01-01;2016-01-01
8424;8424;full;1994-01-01;
8425;8425;full;1964-01-01;
8426;8426;reduction;2000-01-01;2000-01-01
8427;8427;full;2009-01-01;
8428;8428;youth;2013-01-01;2014-01-01
8429;8429;full;1997-01-01;
8430;8430;full;1989-01-01;2010-01-01
8431;8431;full;2013-01-01;
8432;8432;full;1979-01-01;
8433;8433;full;1984-01-01;
8434;8434;full;2006-01-01;
8435;8435;full;2007-01-01;
8436;8436;combi;2013-01-01;
8437;8437;full;1999-01-01;
8438;8438;full;2010-01-01;
8439;8439;full;2016-01-01;2016-01-01
8440;8440;combi;2017-01-01;
8441;8441;full;2002-01-01;
8442;8442;full;1994-01-01;
8443;8443;full;1993-01-01;1996-01-01
8444;8444;combi;2018-01-01;
8445;8445;reduction;2002-01-01;
8446;8446;full;1991-01-01;
8447;8447;reduction;1985-01-01;
8448;8448;full;1980-01-01;
8449;8449;full;1997-01-01;
8450;8450;full;1995-01-01;
8451;8451;combi;2011-01-01;
8452;8452;free;2014-01-01;
8453;8453;full;2014-01-01;
8454;8454;full;2006-01-01;
8455;8455;combi;2013-01-01;
8456;8456;youth;2016-01-01;
8457;8457;full;2015-01-01;
8458;8458;combi;2005-01-01;
8459;8459;combi;2009-01-01;2010-01-01
8460;8460;full;2011-01-01;
8461;8461;full;1978-01-01;
8462;8462;free;2013-01-01;
8463;8463;combi;2016-01-01;
8464;8464;combi;2015-01-01;2017-01-01
8465;8465;full;2004-01-01;
8466;8466;full;1991-01-01;2011-01-01
8467;8467;full;2016-01-01;
8468;8468;full;1988-01-01;2017-01-01
8469;8469;full;2003-01-01;
8470;8470;youth;2018-01-01;
8471;8471;full;2012-01-01;
8472;8472;free;2012-01-01;
8473;8473;full;1987-01-01;
8474;8474;full;2012-01-01;
8475;8475;full;2012-01-01;
8476;8476;full;2005-01-01;
8477;8477;full;2015-01-01;
8478;8478;reduction;1977-01-01;
8479;8479;full;1982-01-01;
8480;8480;full;2002-01-01;
8481;8481;youth;2018-01-01;
8482;8482;full;2001-01-01;
8483;8483;free;2010-01-01;
8484;8484;combi;2009-01-01;
8485;8485;full;2006-01-01;2011-01-01
8486;8486;youth;2016-01-01;
8487;8487;full;2003-01-01;
8488;8488;full;1976-01-01;
8489;8489;full;1992-01-01;2010-01-01
8490;8490;free;2009-01-01;
8491;8491;full;2009-01-01;2018-01-01
8492;8492;full;1983-01-01;
8493;8493;free;1989-01-01;2004-01-01
8494;8494;full;2007-01-01;
8495;8495;combi;2013-01-01;
8496;8496;combi;2012-01-01;
8497;8497;full;2008-01-01;
8498;8498;full;1990-01-01;
8499;8499;full;2017-01-01;2017-01-01
8500;8500;full;2003-01-01;
8501;8501;full;2010-01-01;2015-01-01
8502;8502;full;2015-01-01;
8503;8503;full;1996-01-01;
8504;8504;full;2018-01-01;
8505;8505;full;1982-01-01;2006-01-01
8506;8506;reduction;2016-01-01;
8507;8507;reduction;2010-01-01;2013-01-01
8508;8508;full;2018-01-01;2018-01-01
8509;8509;full;2004-01-01;
8510;8510;full;1980-01-01;1998-01-01
8511;8511;full;1998-01-01;
8512;8512;full;2008-01-01;
8513;8513;combi;2011-01-01;
8514;8514;youth;2015-01-01;
8515;8515;full;1994-01-01;
8516;8516;reduction;2001-01-01;2009-01-01
8517;8517;reduction;2010-01-01;2015-01-01
8518;8518;full;2005-01-01;
8519;8519;full;1979-01-01;2008-01-01
8520;8520;full;2017-01-01;
8521;8521;reduction;2003-01-01;
8522;8522;full;2018-01-01;2018-01-01
8523;8523;youth;2015-01-01;
8524;8524;full;2016-01-01;2016-01-01
8525;8525;full;1989-01-01;
8526;8526;full;1998-01-01;
8527;8527;reduction;2008-01-01;
8528;8528;full;2009-01-01;
8529;8529;full;1978-01-01;
8530;8530;full;1992-01-01;
8531;8531;full;2011-01-01;2012-01-01
8532;8532;full;2014-01-01;
8533;8533;full;2002-01-01;2007-01-01
8534;8534;combi;2018-01-01;
8535;8535;full;1979-01-01;
8536;8536;free;1996-01-01;2014-01-01
8537;8537;full;1980-01-01;
8538;8538;free;2008-01-01;
